parent_taxon_id,taxon_id,rank_level,leaf_class_id,iconic_class_id,spatial_class_id,spatial_threshold,name
56112,1416871,15,,,1736,,Virgulus
1416871,1416901,13,,,878,,Polyliguli
1416901,117443,10,365,6,365,0.0004821918,Symphyotrichum novae-angliae
461542,972882,24,,,1827,,Conyzinae
972882,50879,20,,,1143,,Erigeron
50879,76907,10,148,6,148,0.0014499908,Erigeron canadensis
50879,868391,13,,,1759,,Phalacroloma
868391,76897,10,215,6,215,0.004391855,Erigeron annuus
50879,873639,13,,,1182,,Quercifolium
873639,67820,10,227,6,227,0.0062204087,Erigeron philadelphicus
461542,1265661,24,,,551,,Bellidinae
1265661,55564,20,,,574,,Bellis
55564,55563,10,82,6,82,0.006977583,Bellis perennis
632790,568270,25,,,1338,,Senecioneae
568270,901794,24,,,669,,Senecioninae
901794,53207,20,,,1014,,Senecio
53207,53211,10,497,6,497,0.000061798826,Senecio vulgaris
901794,62499,20,,,715,,Jacobaea
62499,62498,10,461,6,461,0.012428555,Jacobaea vulgaris
568270,936861,24,,,781,,Tussilagininae
936861,56223,20,,,1122,,Tussilago
56223,56222,10,221,6,221,0.030667007,Tussilago farfara
632790,568277,25,,,1253,,Coreopsideae
568277,50204,20,,,1116,,Bidens
50204,1095846,10,150,6,150,0.009007978,Bidens alba
632790,605446,25,,,641,,Heliantheae
605446,639449,24,,,691,,Ambrosiinae
639449,53036,20,,,507,,Ambrosia
53036,53587,10,443,6,443,0.00024404729,Ambrosia artemisiifolia
605446,888924,24,,,532,,Rudbeckiinae
888924,62742,20,,,1955,,Rudbeckia
62742,888920,13,,,1741,,Rudbeckia
888920,62741,10,74,6,74,0.0008261561,Rudbeckia hirta
605446,901801,24,,,851,,Helianthinae
901801,56955,20,,,1125,,Helianthus
56955,57983,10,346,6,346,0.0006210355,Helianthus annuus
47124,47690,40,,,1445,,Geraniales
47690,47689,30,,,1245,,Geraniaceae
47689,47688,20,,,1135,,Erodium
47688,1438094,11,,,1225,,Erodium cicutarium
1438094,47687,10,242,6,242,0.007853678,Erodium cicutarium
47689,47701,20,,,1798,,Geranium
47701,47699,10,145,6,145,0.0128756575,Geranium maculatum
47701,964902,15,,,1604,,Robertium
964902,964908,13,,,1950,,Ruberta
964908,55925,10,373,6,373,0.010412903,Geranium robertianum
47124,47729,40,,,1277,,Sapindales
47729,48874,30,,,951,,Anacardiaceae
48874,707807,27,,,642,,Anacardioideae
707807,51079,20,,,1188,,Toxicodendron
51079,58732,10,50,6,50,0.025568612,Toxicodendron radicans
707807,54765,20,,,1247,,Rhus
54765,167829,10,288,6,288,0.003596339,Rhus typhina
47729,57279,30,,,645,,Simaroubaceae
57279,57280,20,,,940,,Ailanthus
57280,57278,10,328,6,328,0.010677667,Ailanthus altissima
47729,58321,30,,,1123,,Sapindaceae
58321,47727,20,,,1423,,Acer
47727,1419769,13,,,657,,Acer
1419769,1466281,11,,,1638,,Acer pseudoplatanus
1466281,119791,10,44,6,44,0.013964479,Acer pseudoplatanus
1419769,1466282,11,,,1831,,Acer saccharum
1466282,52543,10,280,6,280,0.026505474,Acer saccharum
47727,1466297,13,,,1657,,Negundo
1466297,47726,10,396,6,396,0.006967998,Acer negundo
47727,1466315,13,,,934,,Platanoidea
1466315,54763,10,19,6,19,0.00653315,Acer platanoides
47727,1466321,13,,,538,,Rubra
1466321,48098,10,428,6,428,0.021106318,Acer rubrum
47124,47791,40,,,1916,,Myrtales
47791,47790,30,,,945,,Onagraceae
47790,48626,20,,,752,,Oenothera
48626,914077,13,,,966,,Oenothera
914077,62207,10,353,6,353,0.0024783812,Oenothera biennis
47790,564913,20,,,1876,,Chamaenerion
564913,564969,10,80,6,80,0.038031604,Chamaenerion angustifolium
47791,58935,30,,,1909,,Lythraceae
58935,58937,20,,,1816,,Lythrum
58937,61321,10,267,6,267,0.00893388,Lythrum salicaria
47124,47853,40,,,1100,,Fagales
47853,47852,30,,,1648,,Fagaceae
47852,47851,20,,,792,,Quercus
47851,861029,15,,,1262,,Quercus
861029,861033,13,,,1770,,Quercus
861033,1520309,11,,,668,,Quercus robur
1520309,56133,10,133,6,133,0.0040442036,Quercus robur
861033,1552800,12,,,972,,Albae
1552800,54779,10,397,6,397,0.0387045,Quercus alba
861029,861036,13,,,572,,Lobatae
861036,1549935,12,,,604,,Coccineae
1549935,1550123,11,,,800,,Quercus shumardii
1550123,49005,10,354,6,354,0.009315974,Quercus rubra
47852,49203,20,,,667,,Fagus
49203,49202,10,29,6,29,0.062850885,Fagus grandifolia
49203,54227,10,286,6,286,0.0021725874,Fagus sylvatica
47853,49155,30,,,1463,,Betulaceae
49155,53373,20,,,1140,,Corylus
53373,54491,10,478,6,478,0.0058320127,Corylus avellana
47853,54497,30,,,1534,,Juglandaceae
54497,54495,20,,,1055,,Juglans
54495,54504,10,492,6,492,0.00250599,Juglans nigra
47124,48151,40,,,1728,,Lamiales
48151,47151,30,,,1576,,Scrophulariaceae
47151,941815,25,,,1134,,Scrophularieae
941815,56165,20,,,1139,,Verbascum
56165,59029,10,225,6,225,0.012443517,Verbascum thapsus
48151,48377,30,,,1466,,Bignoniaceae
48377,604091,25,,,1836,,Tecomeae
604091,72030,20,,,1627,,Campsis
72030,75995,10,58,6,58,0.0022822754,Campsis radicans
48151,48623,30,,,1270,,Lamiaceae
48623,520502,27,,,1807,,Nepetoideae
520502,918917,25,,,960,,Mentheae
918917,919178,24,,,926,,Menthinae
919178,52736,20,,,886,,Monarda
52736,85320,10,161,6,161,0.025474954,Monarda fistulosa
918917,919180,24,,,946,,Nepetinae
919180,55831,20,,,865,,Glechoma
55831,55830,10,41,6,41,0.01589188,Glechoma hederacea
918917,919181,24,,,1094,,Prunellinae
919181,52765,20,,,1243,,Prunella
52765,52764,10,431,6,431,0.019361652,Prunella vulgaris
48623,918903,27,,,971,,Lamioideae
918903,918906,25,,,1712,,Lamieae
918906,55460,20,,,1293,,Lamium
55460,1538103,15,,,1435,,Lamium
1538103,1538105,13,,,703,,Lamium
1538105,55851,10,399,6,399,0.02174482,Lamium purpureum
1538103,1538106,13,,,557,,Amplexicaule
1538106,55459,10,147,6,147,0.004871086,Lamium amplexicaule
48623,918904,27,,,1895,,Ajugoideae
918904,56100,20,,,560,,Ajuga
56100,56099,10,469,6,469,0.0054747504,Ajuga reptans
48623,1270935,27,,,1237,,Callicarpoideae
1270935,49195,20,,,1163,,Callicarpa
49195,49193,10,246,6,246,0.04831599,Callicarpa americana
48151,49194,30,,,1784,,Verbenaceae
49194,936164,25,,,1244,,Lantaneae
936164,50334,20,,,1152,,Lantana
50334,1478388,13,,,1937,,Lantana
1478388,50333,10,115,6,115,0.042512685,Lantana camara
48151,50638,30,,,998,,Plantaginaceae
50638,556743,25,,,1808,,Antirrhineae
556743,50791,20,,,1040,,Linaria
50791,1441528,13,,,1477,,Linaria
1441528,50790,10,268,6,268,0.023784315,Linaria vulgaris
50638,840955,25,,,1629,,Veroniceae
840955,51611,20,,,1264,,Veronica
51611,738332,15,,,1834,,Chamaedrys
738332,51610,10,124,6,124,0.017724615,Veronica chamaedrys
51611,738398,15,,,1721,,Pocilla
738398,1450375,12,,,825,,Agrestes
1450375,55666,10,389,6,389,0.007416239,Veronica persica
50638,840977,25,,,1580,,Digitalideae
840977,53984,20,,,1634,,Digitalis
53984,743344,13,,,549,,Digitalis
743344,53983,10,26,6,26,0.0001312803,Digitalis purpurea
50638,840983,25,,,1399,,Plantagineae
840983,50636,20,,,1975,,Plantago
50636,1045683,15,,,1960,,Plantago
1045683,1421895,13,,,1787,,Plantago
1421895,58961,10,482,6,482,0.000008911275,Plantago major
50636,1045687,15,,,571,,Albicans
1045687,1045692,13,,,633,,Lanceifolia
1045692,53178,10,340,6,340,0.00978176,Plantago lanceolata
47124,48232,40,,,1812,,Ranunculales
48232,47332,30,,,1794,,Papaveraceae
47332,889631,27,,,639,,Papaveroideae
889631,1453809,25,,,1398,,Chelidonieae
1453809,51045,20,,,1705,,Sanguinaria
51045,51044,10,375,6,375,0.024397891,Sanguinaria canadensis
1453809,55758,20,,,1288,,Chelidonium
55758,55757,10,475,6,475,0.01600106,Chelidonium majus
889631,1453810,25,,,757,,Eschscholzieae
1453810,48226,20,,,1351,,Eschscholzia
48226,48225,10,398,6,398,0.00009973278,Eschscholzia californica
48232,48231,30,,,1450,,Ranunculaceae
48231,746709,27,,,1420,,Ranunculoideae
746709,746715,25,,,1567,,Ranunculeae
746715,48230,20,,,798,,Ranunculus
48230,1365503,15,,,1355,,Ranunculus
1365503,1567663,13,,,857,,Ranunculus
1567663,56064,10,190,6,190,0.0024019412,Ranunculus acris
1365503,1567664,13,,,1296,,Polyanthemos
1567664,48229,10,481,6,481,0.0012241808,Ranunculus repens
746715,204212,20,,,1504,,Ficaria
204212,204321,10,422,6,422,0.022240536,Ficaria verna
746709,746720,25,,,1723,,Caltheae
746720,49869,20,,,588,,Caltha
49869,1045281,13,,,1735,,Caltha
1045281,56224,10,378,6,378,0.024247032,Caltha palustris
746709,746724,25,,,1157,,Anemoneae
746724,950583,20,,,743,,Anemonoides
950583,950603,10,444,6,444,0.03583236,Anemonoides nemorosa
48232,49289,30,,,1899,,Berberidaceae
49289,923936,27,,,1486,,Berberidoideae
923936,923971,25,,,1276,,Berberideae
923971,923973,24,,,859,,Epimediinae
923973,49290,20,,,1777,,Podophyllum
49290,49288,10,337,6,337,0.03194984,Podophyllum peltatum
47124,48515,40,,,1957,,Solanales
48515,48516,30,,,1814,,Solanaceae
48516,634936,27,,,1560,,Solanoideae
634936,634950,25,,,736,,Solaneae
634950,50641,20,,,737,,Solanum
50641,55620,10,500,6,500,0.016847497,Solanum dulcamara
50641,1435339,15,,,965,,Leptostemonum
1435339,52899,10,314,6,314,0.032164834,Solanum carolinense
48515,52345,30,,,1305,,Convolvulaceae
52345,1395312,27,,,1079,,Convolvuloideae
1395312,993825,25,,,1935,,Convolvuleae
993825,53022,20,,,658,,Convolvulus
53022,53021,10,21,6,21,0.010422273,Convolvulus arvensis
993825,56031,20,,,1522,,Calystegia
56031,57481,10,205,6,205,0.0037632857,Calystegia sepium
47124,48526,40,,,594,,Dipsacales
48526,48527,30,,,616,,Caprifoliaceae
48527,345605,27,,,1888,,Caprifolioideae
345605,48528,20,,,1958,,Symphoricarpos
48528,48523,10,175,6,175,0.0066019353,Symphoricarpos albus
345605,51874,20,,,944,,Lonicera
51874,1072552,15,,,1613,,Lonicera
1072552,1072574,13,,,1849,,Lonicera
1072574,82342,10,369,6,369,0.004576516,Lonicera maackii
1072552,1072577,13,,,1630,,Nintooa
1072577,77835,10,132,6,132,0.00268796,Lonicera japonica
48527,345608,27,,,624,,Dipsacoideae
345608,53030,20,,,1494,,Dipsacus
53030,56002,10,69,6,69,0.0071173636,Dipsacus fullonum
48526,781703,30,,,1597,,Viburnaceae
781703,52689,20,,,1299,,Sambucus
52689,57824,10,231,6,231,0.018160874,Sambucus racemosa
52689,84300,10,463,6,463,0.004790252,Sambucus canadensis
52689,765394,10,282,6,282,0.0018311249,Sambucus nigra
781703,54774,20,,,1312,,Viburnum
54774,55969,10,37,6,37,0.008509266,Viburnum opulus
47124,48700,40,,,1042,,Apiales
48700,48699,30,,,1352,,Apiaceae
48699,790553,27,,,1614,,Apioideae
790553,790559,25,,,1469,,Careae
790559,51742,20,,,1902,,Aegopodium
51742,51741,10,368,6,368,0.0052671093,Aegopodium podagraria
790553,790591,25,,,808,,Scandiceae
790591,1043615,24,,,1388,,Scandicinae
1043615,52847,20,,,1590,,Anthriscus
52847,124544,10,119,6,119,0.00017047765,Anthriscus sylvestris
790591,1043617,24,,,756,,Daucinae
1043617,56727,20,,,510,,Daucus
56727,76610,10,257,6,257,0.01344168,Daucus carota
790553,790594,25,,,1917,,Tordylieae
790594,53095,20,,,828,,Heracleum
53095,53094,10,170,6,170,0.016760971,Heracleum maximum
48700,52849,30,,,1497,,Araliaceae
52849,525719,27,,,1010,,Aralioideae
525719,55883,20,,,576,,Hedera
55883,55882,10,287,6,287,0.004331827,Hedera helix
47124,48808,40,,,1107,,Laurales
48808,48809,30,,,1238,,Lauraceae
48809,54796,20,,,573,,Sassafras
54796,54795,10,11,6,11,0.08582856,Sassafras albidum
47124,50898,40,,,1098,,Magnoliales
50898,53581,30,,,1401,,Magnoliaceae
53581,1529504,27,,,1001,,Liriodendroideae
1529504,53580,20,,,662,,Liriodendron
53580,53582,10,385,6,385,0.008705359,Liriodendron tulipifera
47124,51820,40,,,1301,,Malpighiales
51820,47567,30,,,750,,Salicaceae
47567,47566,20,,,1693,,Populus
47566,1430522,13,,,783,,Populus
1430522,54840,10,358,6,358,0.023923827,Populus tremuloides
51820,50828,30,,,968,,Violaceae
50828,50829,20,,,1763,,Viola
50829,743180,15,,,907,,Viola
743180,976784,13,,,1286,,Nosphinium
976784,1392230,12,,,1740,,Borealiamericanae
1392230,82816,10,181,6,181,0.010742837,Viola sororia
51820,51821,30,,,1487,,Euphorbiaceae
51821,1244596,27,,,1179,,Acalyphoideae
1244596,1405233,25,,,1380,,Ricineae
1405233,56740,20,,,1433,,Ricinus
56740,56739,10,269,6,269,0.0025626302,Ricinus communis
51820,71412,30,,,700,,Hypericaceae
71412,858902,25,,,1085,,Hypericeae
858902,52761,20,,,739,,Hypericum
52761,1503792,13,,,1004,,Hypericum
1503792,1526590,12,,,995,,Hypericum
1526590,1570073,11,,,905,,Hypericum perforatum
1570073,56077,10,345,6,345,0.0051703006,Hypericum perforatum
47124,64516,40,,,1844,,Proteales
64516,49663,30,,,1664,,Platanaceae
49663,49664,20,,,985,,Platanus
49664,49662,10,106,6,106,0.0009675164,Platanus occidentalis
47124,68220,40,,,1331,,Zygophyllales
68220,68207,30,,,1972,,Zygophyllaceae
68207,783666,27,,,1148,,Larreoideae
783666,68199,20,,,1732,,Larrea
68199,68205,10,255,6,255,0.078705154,Larrea tridentata
47124,70233,40,,,852,,Oxalidales
70233,47759,30,,,653,,Oxalidaceae
47759,47758,20,,,1658,,Oxalis
47758,864989,15,,,1920,,Oxalis
864989,865017,13,,,1750,,Corniculatae
865017,53168,10,159,6,159,0.00047149474,Oxalis corniculata
47124,71272,40,,,1104,,Aquifoliales
71272,53855,30,,,1545,,Aquifoliaceae
53855,53854,20,,,1170,,Ilex
53854,53856,10,223,6,223,0.0049530077,Ilex aquifolium
53854,60749,10,261,6,261,0.027673895,Ilex opaca
47124,71275,40,,,523,,Brassicales
71275,47204,30,,,1914,,Brassicaceae
47204,1473853,27,,,1684,,Brassicoideae
1473853,1473856,26,,,1065,,Brassicodae
1473856,902660,25,,,773,,Thlaspideae
902660,56062,20,,,1092,,Alliaria
56062,56061,10,473,6,473,0.01807467,Alliaria petiolata
1473853,1473859,26,,,1124,,Camelinodae
1473859,902567,25,,,1505,,Cardamineae
902567,49652,20,,,903,,Cardamine
49652,55829,10,187,6,187,0.0037088913,Cardamine hirsuta
902567,52977,20,,,1379,,Barbarea
52977,56126,10,72,6,72,0.0024288048,Barbarea vulgaris
1473859,1473861,25,,,601,,Camelineae
1473861,52979,20,,,1373,,Capsella
52979,56121,10,31,6,31,0.0007965546,Capsella bursa-pastoris
1473853,1473873,26,,,1539,,Hesperodae
1473873,903187,25,,,963,,Hesperideae
903187,47698,20,,,813,,Hesperis
47698,47697,10,217,6,217,0.009230688,Hesperis matronalis
47124,71289,40,,,726,,Saxifragales
71289,71434,30,,,1516,,Altingiaceae
71434,49661,20,,,1180,,Liquidambar
49661,49658,10,456,6,456,0.0053173276,Liquidambar styraciflua
47124,71291,40,,,1804,,Vitales
71291,50279,30,,,1788,,Vitaceae
50279,50280,20,,,1403,,Parthenocissus
50280,50278,10,273,6,273,0.0009926835,Parthenocissus quinquefolia
47124,523723,40,,,1748,,Boraginales
523723,48150,30,,,1982,,Boraginaceae
48150,795681,27,,,1101,,Boraginoideae
795681,795687,25,,,1333,,Lithospermeae
795687,56175,20,,,1097,,Echium
56175,56174,10,111,6,111,0.024211181,Echium vulgare
47125,47163,50,,,1417,,Liliopsida
47163,47162,40,,,1206,,Poales
47162,47434,30,,,1970,,Poaceae
47434,514989,27,,,1440,,Pooideae
514989,552962,25,,,812,,Poeae
552962,1138137,24,,,554,,Dactylidinae
1138137,52721,20,,,1255,,Dactylis
52721,52720,10,176,6,176,0.014630422,Dactylis glomerata
47434,773413,27,,,1785,,Arundinoideae
773413,773415,25,,,1651,,Molinieae
773415,64276,20,,,1396,,Phragmites
64276,64237,10,334,6,334,0.011436526,Phragmites australis
47162,48694,30,,,1246,,Typhaceae
48694,48686,20,,,711,,Typha
48686,48685,10,204,6,204,0.0002224594,Typha latifolia
47163,47218,40,,,1708,,Asparagales
47218,47217,30,,,1235,,Orchidaceae
47217,211065,27,,,678,,Cypripedioideae
211065,47589,20,,,1939,,Cypripedium
47589,904149,13,,,550,,Acaulia
904149,47588,10,317,6,317,0.050062485,Cypripedium acaule
47217,738346,27,,,1607,,Epidendroideae
738346,790406,25,,,1962,,Neottieae
790406,790407,24,,,856,,Limodorinae
790407,50716,20,,,1843,,Epipactis
50716,1153255,13,,,528,,Epipactis
1153255,1153261,12,,,881,,Epipactis
1153261,50717,10,116,6,116,0.006286357,Epipactis helleborine
47218,47599,30,,,839,,Asparagaceae
47599,508722,27,,,1475,,Nolinoideae
508722,1415174,25,,,805,,Polygonateae
1415174,50249,20,,,1438,,Maianthemum
50249,51062,10,325,6,325,0.019206744,Maianthemum racemosum
50249,1367044,13,,,850,,Maianthemum
1367044,67748,10,17,6,17,0.025924923,Maianthemum canadense
508722,1415176,25,,,1414,,Convallarieae
1415176,48210,20,,,1018,,Convallaria
48210,48206,10,194,6,194,0.0041915122,Convallaria majalis
47218,47781,30,,,1520,,Iridaceae
47781,790617,27,,,1584,,Iridoideae
790617,790633,25,,,1263,,Irideae
790633,47780,20,,,1751,,Iris
47780,1184311,15,,,1249,,Limniris
1184311,1351803,13,,,1224,,Limniris
1351803,1557187,12,,,1282,,Laevigatae
1557187,47779,10,38,6,38,0.006884876,Iris pseudacorus
47163,47329,40,,,1215,,Liliales
47329,47328,30,,,1392,,Liliaceae
47328,859160,27,,,1239,,Lilioideae
859160,859161,25,,,1596,,Lilieae
859161,48241,20,,,519,,Erythronium
48241,48240,10,71,6,71,0.010815317,Erythronium americanum
47329,49464,30,,,791,,Melanthiaceae
49464,858333,25,,,603,,Parideae
858333,49465,20,,,1956,,Trillium
49465,1413207,15,,,977,,Callipetalon
1413207,55402,10,165,6,165,0.03112001,Trillium grandiflorum
47163,48073,40,,,1029,,Alismatales
48073,48536,30,,,553,,Araceae
48536,467650,27,,,650,,Aroideae
467650,937792,25,,,1080,,Arisaemateae
937792,50311,20,,,1603,,Arisaema
50311,1441600,11,,,1166,,Arisaema triphyllum
1441600,50310,10,301,6,301,0.034396265,Arisaema triphyllum
48536,706195,27,,,1199,,Orontioideae
706195,48533,20,,,1470,,Symplocarpus
48533,48961,10,130,6,130,0.021180026,Symplocarpus foetidus
211194,121943,50,,,1695,,Polypodiopsida
121943,764793,47,,,674,,Equisetidae
764793,47748,40,,,1579,,Equisetales
47748,47747,30,,,1482,,Equisetaceae
47747,47746,20,,,724,,Equisetum
47746,1423802,15,,,1551,,Equisetum
1423802,52724,10,466,6,466,0.014272882,Equisetum arvense
121943,764796,47,,,1850,,Polypodiidae
764796,47754,40,,,527,,Polypodiales
47754,961001,37,,,1968,,Polypodiineae
961001,47753,30,,,980,,Dryopteridaceae
47753,870758,27,,,1488,,Dryopteridoideae
870758,47752,20,,,1350,,Polystichum
47752,47751,10,364,6,364,0.028046738,Polystichum munitum
47752,54412,10,56,6,56,0.043116428,Polystichum acrostichoides
47754,1224539,37,,,1954,,Dennstaedtiineae
1224539,52682,30,,,1221,,Dennstaedtiaceae
52682,52683,20,,,1680,,Pteridium
52683,52681,10,98,6,98,0.017266428,Pteridium aquilinum
47754,1224540,37,,,918,,Aspleniinae
1224540,64686,30,,,1205,,Onocleaceae
64686,82577,20,,,1685,,Onoclea
82577,82576,10,355,6,355,0.034095995,Onoclea sensibilis
211194,136329,50,,,627,,Pinopsida
136329,47375,40,,,556,,Pinales
47375,47374,30,,,1002,,Cupressaceae
47374,1150915,27,,,592,,Cupressoideae
1150915,47574,20,,,593,,Juniperus
47574,701533,13,,,1543,,Sabina
701533,49399,10,347,6,347,0.019558422,Juniperus virginiana
47574,701535,13,,,707,,Juniperus
701535,58725,10,460,6,460,0.011848152,Juniperus communis
47375,47562,30,,,515,,Pinaceae
47562,1456299,27,,,846,,Abietoideae
1456299,48255,20,,,1434,,Tsuga
48255,48734,10,210,6,210,0.03499974,Tsuga canadensis
47562,1456301,27,,,1114,,Pinoideae
1456301,47561,20,,,938,,Pinus
47561,790730,15,,,1121,,Strobus
790730,790765,13,,,1971,,Quinquefoliae
790765,52391,10,380,6,380,0.018788882,Pinus strobus
47561,790732,15,,,1026,,Pinus
790732,790771,13,,,910,,Pinus
790771,58722,10,43,6,43,0.0068130763,Pinus sylvestris
1456301,48257,20,,,1823,,Pseudotsuga
48257,48256,10,440,6,440,0.008433839,Pseudotsuga menziesii
1456301,63573,20,,,1896,,Picea
63573,63567,10,370,6,370,0.0033070617,Picea abies
,47170,70,,,740,,Fungi
47170,47169,60,,,1498,,Basidiomycota
47169,492000,57,,,1809,,Agaricomycotina
492000,50814,50,,,1859,,Agaricomycetes
50814,47380,40,,,1115,,Polyporales
47380,47379,30,,,922,,Polyporaceae
47379,47378,20,,,1031,,Trametes
47378,1153556,11,,,1795,,Trametes versicolor
1153556,54134,10,68,3,68,0.000365597,Trametes versicolor
47379,48475,20,,,590,,Ganoderma
48475,559675,15,,,1879,,Elfvingia
559675,1129535,11,,,634,,Ganoderma applanatum
1129535,48473,10,85,3,85,0.00029059884,Ganoderma applanatum
47379,127511,20,,,745,,Fomes
127511,127510,10,5,3,5,0.00009743618,Fomes fomentarius
47379,895268,20,,,1700,,Cerioporus
895268,940028,10,479,3,479,0.0029063688,Cerioporus squamosus
47380,55974,30,,,559,,Fomitopsidaceae
55974,118056,20,,,1815,,Fomitopsis
118056,775410,10,291,3,291,0.013472307,Fomitopsis betulina
47380,895657,30,,,1706,,Laetiporaceae
895657,48431,20,,,858,,Laetiporus
48431,53713,10,411,3,411,0.005868428,Laetiporus sulphureus
50814,48341,40,,,577,,Russulales
48341,55502,30,,,1548,,Stereaceae
55502,55503,20,,,1193,,Stereum
55503,55501,10,343,3,343,7.2795075e-8,Stereum hirsutum
50814,57519,40,,,1319,,Hymenochaetales
57519,57518,30,,,1984,,Hymenochaetaceae
57518,118119,20,,,1774,,Trichaptum
118119,125705,10,304,3,304,0.0023173112,Trichaptum biforme
50814,1094814,47,,,1081,,Agaricomycetidae
1094814,47167,40,,,802,,Agaricales
47167,785516,37,,,1669,,Marasmiineae
785516,55931,30,,,782,,Physalacriaceae
55931,55930,20,,,1965,,Armillaria
55930,55950,10,16,3,16,0.000006680467,Armillaria mellea
47167,785517,37,,,1233,,Agaricineae
785517,47394,30,,,1186,,Agaricaceae
47394,56536,20,,,1696,,Chlorophyllum
56536,1413390,13,,,1256,,Chlorophyllum
1413390,117308,10,296,3,296,0.0051038796,Chlorophyllum molybdites
785517,48445,30,,,1593,,Lycoperdaceae
48445,48444,20,,,1964,,Lycoperdon
48444,48443,10,228,3,228,0.00016283031,Lycoperdon perlatum
48445,972792,20,,,1565,,Apioperdon
972792,972793,10,321,3,321,0.00019471602,Apioperdon pyriforme
785517,48768,30,,,1473,,Strophariaceae
48768,48769,20,,,541,,Hypholoma
48769,48767,10,308,3,308,0.000026671481,Hypholoma fasciculare
785517,56310,30,,,1151,,Psathyrellaceae
56310,56315,20,,,1062,,Coprinellus
56315,947427,13,,,749,,Micacei
947427,56318,10,279,3,279,0.0003104104,Coprinellus micaceus
785517,516951,30,,,632,,Coprinaceae
516951,47393,20,,,884,,Coprinus
47393,47392,10,23,3,23,0.0015680874,Coprinus comatus
47167,785522,37,,,1385,,Pluteineae
785522,118249,30,,,1176,,Amanitaceae
118249,1149497,25,,,1451,,Amaniteae
1149497,48419,20,,,1175,,Amanita
48419,1142599,15,,,1023,,Amanita
1142599,954920,13,,,1941,,Amanita
954920,1155969,12,,,984,,Amanita
1155969,48715,10,53,3,53,0.01452383,Amanita muscaria
47167,905658,37,,,1722,,Schizophyllineae
905658,54574,30,,,1364,,Schizophyllaceae
54574,54575,20,,,1646,,Schizophyllum
54575,54573,10,212,3,212,0.0037722527,Schizophyllum commune
492000,83737,50,,,1848,,Tremellomycetes
83737,48530,40,,,702,,Tremellales
48530,48531,30,,,1588,,Tremellaceae
48531,48532,20,,,738,,Tremella
48532,48529,10,248,3,248,0.00076646585,Tremella mesenterica
47170,48250,60,,,1782,,Ascomycota
48250,372740,57,,,1315,,Pezizomycotina
372740,54743,50,,,1072,,Lecanoromycetes
54743,952186,47,,,1229,,Lecanoromycetidae
952186,48327,40,,,1724,,Lecanorales
48327,54321,30,,,623,,Parmeliaceae
54321,1094690,27,,,1015,,Parmelioideae
1094690,54735,20,,,1637,,Parmelia
54735,54734,10,322,3,322,0.00082226214,Parmelia sulcata
1094690,117951,20,,,1697,,Flavoparmelia
117951,117943,10,113,3,113,7.320861e-7,Flavoparmelia caperata
952186,54755,40,,,659,,Teloschistales
54755,54756,30,,,1983,,Teloschistaceae
54756,1232042,27,,,1524,,Xanthorioideae
1232042,54757,20,,,908,,Xanthoria
54757,55576,10,39,3,39,0.0014468499,Xanthoria parietina
,47686,70,,,1656,,Protozoa
47686,47685,60,,,1653,,Mycetozoa
47685,47684,50,,,1698,,Myxomycetes
47684,1443220,47,,,879,,Columellomycetidae
1443220,1443223,43,,,1854,,Stemonitidia
1443223,55484,40,,,939,,Physarales
55484,55485,30,,,970,,Physaraceae
55485,55486,20,,,1061,,Fuligo
55486,55483,10,485,13,485,0.000034931527,Fuligo septica
,48222,70,,,635,,Chromista
48222,48221,60,,,1480,,Ochrophyta
48221,48220,50,,,1374,,Phaeophyceae
48220,1267990,47,,,989,,Fucophycidae
1267990,48219,40,,,986,,Fucales
48219,48218,30,,,1461,,Fucaceae
48218,48217,20,,,1390,,Fucus
48217,69155,10,285,12,285,0.0076882658,Fucus distichus
1267990,68789,40,,,1465,,Laminariales
68789,67425,30,,,1860,,Laminariaceae
67425,124749,20,,,890,,Macrocystis
124749,124748,10,331,12,331,0.019466197,Macrocystis pyrifera
,67333,70,,,1448,,Bacteria
67333,67334,60,,,612,,Cyanobacteria
67334,196963,50,,,1546,,Cyanophyceae
196963,1513634,47,,,1454,,Nostocophycidae
1513634,67336,40,,,928,,Nostocales
67336,67337,30,,,575,,Nostocaceae
67337,67332,20,,,1575,,Nostoc
67332,319815,10,168,10,168,0.00036878683,Nostoc commune
